,imageURL,movieId,title,type,typeId,imdbRank,cast,releaseYear,duration,genres,cast1,cast2
103,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzdiNGVlZGYtMGY1Ni00OGU1LTlmYzEtZDBjYjk3OGM3YTNkXkEyXkFqcGdeQXVyNzk3NDUzNTc@._V1_.jpg', 'width': 864}",tt13650480,Marvel Studios: Legends,TV series,tvSeries,28159.0,,2021.0,,"Short, Action, Fantasy, Sci-Fi",,
107,"{'height': 2222, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOGJjODQxYWUtYjlkOC00NzJiLTgyZjUtY2Q3Y2FhZGVlODEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'width': 1500}",tt13210838,The Gentlemen,TV series,tvSeries,1.0,"Theo James, Kaya Scodelario",2024.0,2024-2024,"Action, Comedy, Crime",Theo James, Kaya Scodelario
108,"{'height': 2250, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYzRmOGQwZjktYjM2Ni00M2NmLWFlZDYtZGFhM2RkM2VhZDI1XkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg', 'width': 1500}",tt7160372,The Zone of Interest,feature,movie,8.0,"Christian Friedel, Sandra Hüller",2023.0,,"Drama, History, War",Christian Friedel, Sandra Hüller
109,"{'height': 1600, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDc2MzNkMjMtZDY5NC00NmQ0LWI1NjctZjRhNWIzZjc4MGRiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg', 'width': 1080}",tt14849194,The Holdovers,feature,movie,12.0,"Paul Giamatti, Da'Vine Joy Randolph",2023.0,,"Comedy, Drama",Paul Giamatti, Da'Vine Joy Randolph
110,"{'height': 12000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_.jpg', 'width': 8100}",tt8367814,The Gentlemen,feature,movie,16.0,"Matthew McConaughey, Charlie Hunnam",2019.0,,"Action, Crime",Matthew McConaughey, Charlie Hunnam
111,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjc3YWM3MjctZDAzNy00OWY4LTkwNjMtMWM2YTg1ZWRlMDAwXkEyXkFqcGdeQXVyMTY3MDE5MDY1._V1_.jpg', 'width': 1382}",tt9859436,The Walking Dead: The Ones Who Live,TV series,tvSeries,22.0,"Andrew Lincoln, Danai Gurira",2024.0,2024-2024,"Drama, Horror, Thriller",Andrew Lincoln, Danai Gurira
112,"{'height': 5000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzZlODVjMzgtZGM1Yi00MWMwLTkyYTQtMzJlZjQ4MDgwYzg4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg', 'width': 3158}",tt9214772,Monkey Man,feature,movie,101.0,"Dev Patel, Sharlto Copley",2024.0,,"Action, Thriller",Dev Patel, Sharlto Copley
113,"{'height': 1005, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_.jpg', 'width': 680}",tt0770828,Man of Steel,feature,movie,1186.0,"Henry Cavill, Amy Adams",2013.0,,"Action, Adventure, Sci-Fi",Henry Cavill, Amy Adams
114,"{'height': 2943, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', 'width': 2000}",tt0328107,Man on Fire,feature,movie,1681.0,"Denzel Washington, Christopher Walken",2004.0,,"Action, Crime, Drama, Thriller",Denzel Washington, Christopher Walken
115,"{'height': 1929, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzI0NmVkMjEtYmY4MS00ZDMxLTlkZmEtMzU4MDQxYTMzMjU2XkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_.jpg', 'width': 1299}",tt9362722,Spider-Man: Across the Spider-Verse,feature,movie,220.0,"Shameik Moore, Hailee Steinfeld",2023.0,,"Animation, Action, Adventure, Fantasy, Sci-Fi",Shameik Moore, Hailee Steinfeld
116,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_.jpg', 'width': 1382}",tt0371746,Iron Man,feature,movie,762.0,"Robert Downey Jr., Gwyneth Paltrow",2008.0,,"Action, Adventure, Sci-Fi",Robert Downey Jr., Gwyneth Paltrow
118,"{'height': 2963, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDEzZDY2ZDktNTlmOS00NThjLThkNTEtMjE5MzI5NWEwZmRjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg', 'width': 2000}",tt6856242,The King's Man,feature,movie,775.0,"Ralph Fiennes, Gemma Arterton",2021.0,,"Action, Adventure, Thriller",Ralph Fiennes, Gemma Arterton
119,"{'height': 2222, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOWY4MmFiY2QtMzE1YS00NTg1LWIwOTQtYTI4ZGUzNWIxNTVmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg', 'width': 1500}",tt1649418,The Gray Man,feature,movie,798.0,"Ryan Gosling, Chris Evans",2022.0,,"Action, Thriller",Ryan Gosling, Chris Evans
120,"{'height': 1515, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjQzYjBhOTgtOTE2Yy00YTVlLWExMjAtNzk4MGYyODM4ZjhlXkEyXkFqcGdeQXVyMzA3NDI5NTQ@._V1_.jpg', 'width': 1067}",tt1740055,Ushiro no shoumen daare,feature,movie,84445.0,"Yuri Amano, Kobuhei Hayashiya",1991.0,,"Animation, Drama, War",Yuri Amano, Kobuhei Hayashiya
121,"{'height': 1438, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzQwNTA0OTcyOF5BMl5BanBnXkFtZTcwNjk3Njc1Mw@@._V1_.jpg', 'width': 1025}",tt1303902,Someone's Knocking at the Door,feature,movie,41223.0,"Noah Segan, Andrea Bunker",2009.0,,"Fantasy, Horror",Noah Segan, Andrea Bunker
123,"{'height': 728, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg', 'width': 486}",tt6772950,Truth or Dare,feature,movie,4115.0,"Lucy Hale, Tyler Posey",2018.0,,"Horror, Thriller",Lucy Hale, Tyler Posey
124,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzVhNWI5NzctNWU0MS00YzI4LThkY2QtMmE2NTVkYzI3YTI5XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_.jpg', 'width': 2000}",tt4411584,The Secret: Dare to Dream,feature,movie,4846.0,"Katie Holmes, Josh Lucas",2020.0,,"Drama, Romance",Katie Holmes, Josh Lucas
125,"{'height': 1491, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGE3ZWZiNzktMDIyOC00ZmVhLThjZTktZjQ5NjI4NGVhMDBlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg', 'width': 1000}",tt0065207,Where Eagles Dare,feature,movie,4859.0,"Richard Burton, Clint Eastwood",1968.0,,"Action, Adventure, War",Richard Burton, Clint Eastwood
126,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjY0MGU3MmQtMGVhOS00M2IyLWI1MTktZGUxMzBjMTE5ZDA3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', 'width': 1038}",tt0986264,Like Stars on Earth,feature,movie,6275.0,"Darsheel Safary, Aamir Khan",2007.0,,"Drama, Family",Darsheel Safary, Aamir Khan
127,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTQwYzk4ZjUtMmI0NC00MTA2LWE5NTItY2YyYjViMGY2MzVjXkEyXkFqcGdeQXVyMTcwMjE4MTQ@._V1_.jpg', 'width': 1013}",tt6270640,The Dare,feature,movie,18930.0,"Bart Edwards, Richard Brake",2019.0,,"Horror, Mystery, Thriller",Bart Edwards, Richard Brake
128,"{'height': 512, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDRkNmNiYTYtYjIxNi00MjQyLThlZWQtYmU0NDMxNDE0NWYzXkEyXkFqcGdeQXVyODMyODMxNDY@._V1_.jpg', 'width': 341}",tt1447500,Magadheera,feature,movie,38428.0,"Ram Charan, Kajal Aggarwal",2009.0,,"Action, Drama, Fantasy, Romance",Ram Charan, Kajal Aggarwal
129,"{'height': 1518, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BY2ViNzVmOWEtMDg2Zi00NmE2LWE4YzAtZTNhZjBhMTFmNjIxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg', 'width': 999}",tt2211173,Yevadu,feature,movie,106217.0,"Ram Charan, Allu Arjun",2014.0,,"Action, Thriller",Ram Charan, Allu Arjun
130,"{'height': 1200, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BM2MzZDk1ODQtZjk4Mi00NWJkLWFmNTktYTI4ODgxOTE1ZTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg', 'width': 748}",tt0308793,Ranadheera,feature,movie,268129.0,"V. Ravichandran, Kushboo",1988.0,,"Action, Drama, Romance",V. Ravichandran, Kushboo
131,"{'height': 1024, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzIwYWYyODQtMzIzNC00NjA0LWFlMmQtN2M2OWYxMGU0MjNhXkEyXkFqcGdeQXVyMjIxNzk0MjE@._V1_.jpg', 'width': 711}",tt0246052,Magadheerudu,feature,movie,479820.0,"Chiranjeevi, Chandramohan",1986.0,,"Drama, Family, Musical",Chiranjeevi, Chandramohan
132,"{'height': 926, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTNhZmJiYmMtMDRiZS00NzM2LWJlODMtYWQ5NjgxNWI0MWYxXkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_.jpg', 'width': 720}",tt0323766,Ranadheera Kanteerava,feature,movie,1807436.0,"Rajkumar, R. Nagendra Rao",1960.0,,,Rajkumar, R. Nagendra Rao
133,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTMwZjkwODQtZTNmZS00ZDU4LWJkODAtNTRkODk5MjFhYjJlXkEyXkFqcGdeQXVyMTY3ODM2MjU0._V1_.jpg', 'width': 2000}",tt31804488,Yamadheera,feature,movie,2578087.0,"Mohammad Ali, Nagendra Babu",2024.0,,Action,Mohammad Ali, Nagendra Babu
138,"{'height': 1350, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOTc1ZjQ3YjYtZGU3Ny00MThmLTg4YTgtMzE3NmM2ZDUyZDE2XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg', 'width': 1080}",tt30624895,Ratu Adil,TV series,tvSeries,33817.0,"Dian Sastrowardoyo, Nino Fernandez",2024.0,,"Action, Crime, Thriller",Dian Sastrowardoyo, Nino Fernandez
142,"{'height': 2000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYzBkY2MxYWMtZGYwNC00YTU4LWE1YTEtNDcxODFmZjczOWIwXkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_.jpg', 'width': 1000}",tt18280338,Balraju,feature,movie,119352.0,"Nihaall Nandhaan, Aarpita Lohi",2022.0,,"Action, Drama, Mystery, Thriller",Nihaall Nandhaan, Aarpita Lohi
143,"{'height': 1024, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDAwYjJjODUtNGM5NS00MjY5LWIwZDktZjc1ZjlhODBkMGNiXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_.jpg', 'width': 683}",tt4959358,Jomer Raja Dilo Bor,feature,movie,409288.0,"Abir Chatterjee, Payel Sarkar",2015.0,,"Comedy, Musical, Romance",Abir Chatterjee, Payel Sarkar
149,"{'height': 1072, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjRiMDcyMGItZDNjNy00ZTcyLWFlZDItNTY3YjEyMTg0MmIwXkEyXkFqcGdeQXVyNDU4MDQ0MjM@._V1_.jpg', 'width': 750}",tt7521898,Just Between Lovers,TV series,tvSeries,14433.0,"Lee Jun-ho, Won Jin-ah",2017.0,2017-2018,"Drama, Romance",Lee Jun-ho, Won Jin-ah
153,"{'height': 531, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZWZhMWE3ZWEtYzdiMi00OTk4LTlhMTEtMjU1YWY2NmFiOWI1XkEyXkFqcGdeQXVyNjkzNjc4ODc@._V1_.jpg', 'width': 800}",tt5058136,Dhava Dhav,feature,movie,506353.0,"Anand Abhyankar, Kurush Deboo",2011.0,,Comedy,Anand Abhyankar, Kurush Deboo
155,"{'height': 960, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYmFlNGVkNzQtMGRmNi00MjU1LTg5NGEtYmMyZTYyNjEzNzUyXkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_.jpg', 'width': 656}",tt0155664,Dhavani Kannavukal,feature,movie,189884.0,"Bhagyaraj, Shivaji Ganesan",1984.0,,Drama,Bhagyaraj, Shivaji Ganesan
156,"{'height': 2560, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMWI1ZWIxZWItNDQwNS00NTU1LWE5NTMtNmUwOTA3ZmY3ZDI5XkEyXkFqcGdeQXVyMTUzOTk5MjA0._V1_.jpg', 'width': 1920}",tt21962962,Dhavak,short,short,252490.0,"Srishti Shrivastava, Vaibhav Talwar",2022.0,,"Short, Comedy, Drama",Srishti Shrivastava, Vaibhav Talwar
159,"{'height': 2560, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTc5MTNmYzItZGIxZS00MDViLTljNWUtMmJkYzBhNGMwNmQwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg', 'width': 1422}",tt26548138,Corona Dhavan,feature,movie,148816.0,"Lukman Avaran, Sreenath Bhasi",2023.0,,Comedy,Lukman Avaran, Sreenath Bhasi
160,"{'height': 823, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzE3YjcyYzMtNTRkNi00ZGY0LThiNzItNzJmZmIwNTAyODA1XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg', 'width': 585}",tt27118258,Saindhav,feature,movie,31202.0,"Nawazuddin Siddiqui, Shraddha Srinath",2024.0,,"Action, Crime, Drama, Thriller",Nawazuddin Siddiqui, Shraddha Srinath
162,,tt12071854,Saindhavudu,feature,movie,1576297.0,Meka Srikanth,2020.0,,Action,Meka Srikanth,
163,"{'height': 250, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjMzMzkyNTYtZmY3Mi00NGE3LWE1Y2QtYjRlMDkzMTQyOGZmXkEyXkFqcGdeQXVyMTMzMjUyNA@@._V1_.jpg', 'width': 250}",tt9048688,Maindhan,feature,movie,533449.0,"Chandrashekar, Chinni Jayanth",1994.0,,Drama,Chandrashekar, Chinni Jayanth
164,,tt1593709,Jiban Sandhan,feature,movie,416537.0,"Shankar Chakraborty, Rachana Banerjee",1997.0,,Drama,Shankar Chakraborty, Rachana Banerjee
165,"{'height': 370, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BM2JlMDcxZTEtMmQwMS00ZTM5LWFiNDAtYWM5NWZlZmY3NzE0XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg', 'width': 265}",tt13776468,Mannin Maindhan,feature,movie,749680.0,"Manoj K. Jayan, Ponnambalam",2005.0,,Drama,Manoj K. Jayan, Ponnambalam
166,"{'height': 902, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTI4N2MwY2YtMzU3ZC00OWQzLWE0NjYtYTkzMzQ0NjZiMGIzXkEyXkFqcGdeQXVyNzg4MzgwNzE@._V1_.jpg', 'width': 600}",tt14963418,Maindhan,feature,movie,1005919.0,"'Punnagai Poo' Geetha, C. Kumaresan",2014.0,,"Action, Adventure, Comedy",'Punnagai Poo' Geetha, C. Kumaresan
168,"{'height': 1600, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZWQzNDdmN2UtZTc5ZC00M2EzLWE2ZTUtMjVhNzJmOGQ5YzkwXkEyXkFqcGdeQXVyMzA0NTI2OTM@._V1_.jpg', 'width': 1094}",tt3042926,Attarintiki Daredi,feature,movie,116620.0,"Pawan Kalyan, Samantha Ruth Prabhu",2013.0,,"Action, Comedy, Drama",Pawan Kalyan, Samantha Ruth Prabhu
169,"{'height': 4500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMmZmYTFkZjctNGFiMy00Nzk1LWFhZjEtYTBlNjdkYTliY2FmXkEyXkFqcGdeQXVyMTMzNzA4MTMx._V1_.jpg', 'width': 3400}",tt20753616,Katha Kanchiki Manam Intiki,feature,movie,91743.0,"Poojitha Ponnada, Thrigun",2022.0,,Horror,Poojitha Ponnada, Thrigun
172,,tt0233185,Alludu Diddina Kapuram,feature,movie,579560.0,Mohan Babu,1991.0,,Drama,Mohan Babu,
173,"{'height': 413, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzA5MjZmNTgtMDNmNC00M2IxLTlmNDItMWY1YmY2MTc1Mzk2XkEyXkFqcGdeQXVyMTIwNDU2ODIy._V1_.jpg', 'width': 301}",tt2011238,Sisters in the Wilderness: The Lives of Susanna Moodie and Catharine Parr Traill,feature,movie,435038.0,"Severn Thompson, Jane Spidell",2004.0,,,Severn Thompson, Jane Spidell
176,"{'height': 1275, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzc2MDcyZjYtZTc1ZS00Mzg0LWEzMDAtZTIyMGNiY2M2ZjFhXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_.jpg', 'width': 900}",tt1756476,Dookudu,feature,movie,120951.0,"Mahesh Babu, Samantha Ruth Prabhu",2011.0,,"Action, Comedy, Drama",Mahesh Babu, Samantha Ruth Prabhu
177,"{'height': 720, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjFlNDI4MGYtY2RlMy00Y2I4LWEwYjktNTFhOWM2ZjE0MjQ2XkEyXkFqcGdeQXVyMTMwMzE2MTIy._V1_.jpg', 'width': 486}",tt0856757,Yaprak Dökümü,TV series,tvSeries,28024.0,"Halil Ergün, Güven Hokna",2006.0,2006-2010,Drama,Halil Ergün, Güven Hokna
178,"{'height': 2461, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDA4NTExZTEtMWRmZC00YTM3LTgwZmQtMjRhODkwNzE3MWE1XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_.jpg', 'width': 1575}",tt28004697,Thookudurai,feature,movie,16641.0,"Kumki Ashwin, Yogi Babu",2024.0,,"Comedy, Family",Kumki Ashwin, Yogi Babu
180,"{'height': 435, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzRiOTMzOTItMTE0OC00OWUxLWI1ZTItZTc3ZjZhMzQ5YmZhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_.jpg', 'width': 329}",tt0307859,Yaprak Dökümü,TV mini-series,tvMiniSeries,201452.0,"Kerim Afsar, Tarik Tarcan",1988.0,1988-1988,Drama,Kerim Afsar, Tarik Tarcan
181,"{'height': 650, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDVjODE3NDgtZGNmMi00Zjg5LThlY2MtMWEyNTg0YTZhYjRhXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_.jpg', 'width': 400}",tt0278826,Yaprak dökümü,feature,movie,297050.0,"Cüneyt Gökçer, Ediz Hun",1967.0,,Drama,Cüneyt Gökçer, Ediz Hun
182,"{'height': 750, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTAxMTIxOWMtMWJlMy00ODM4LWJmZWUtNWMzNmUyOWEyZDY4XkEyXkFqcGdeQXVyNDY3MTQwMzk@._V1_.jpg', 'width': 550}",tt0359174,Dokufu Takahashi Oden,feature,movie,328503.0,"Katsuko Wakasugi, Jûzaburô Akechi",1958.0,,"Crime, Drama, Romance",Katsuko Wakasugi, Jûzaburô Akechi
183,"{'height': 284, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZjJhYmRjY2YtZTI3MS00ZTBmLThiOWUtYjk0ZGQ0MGVlNDYwXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_.jpg', 'width': 400}",tt2076836,Dokufu oden kubikiri asa,feature,movie,298572.0,"Terumi Azuma, Yukiko Tachibana",1977.0,,"Crime, Drama",Terumi Azuma, Yukiko Tachibana
184,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzY1NDE2MWQtNzJlOC00MGZiLTkxN2YtMTQ5YWVkMTA2MGU5XkEyXkFqcGdeQXVyMTE0MDk1NjA1._V1_.jpg', 'width': 721}",tt12448030,Aarya,TV series,tvSeries,10277.0,"Sushmita Sen, Vikas Kumar",2020.0,,"Action, Crime, Drama, Thriller",Sushmita Sen, Vikas Kumar
185,"{'height': 981, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYzlhYzJmZWYtYmY3ZC00YWJmLTlhZTYtYjc5NjIzNzRkN2RjXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_.jpg', 'width': 715}",tt0977636,Aarya,feature,movie,224837.0,"Bhavana, Madhavan",2007.0,,"Action, Drama, Romance",Bhavana, Madhavan
187,"{'height': 3300, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNThhMzc5MTktYTRmMy00NTZhLThkYjQtN2NlZTY0YTUzOTQxXkEyXkFqcGdeQXVyMTcwMTYzMTU3._V1_.jpg', 'width': 2550}",tt28989444,AARYA Daughter of BHARAT,feature,movie,242115.0,"Rahul Bodas, Shubhangi Damle",2023.0,,Drama,Rahul Bodas, Shubhangi Damle
194,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGIyNzBmYTYtYmRmYi00NTczLTk3OTYtNDc1MDk4ODI3MjlmXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_.jpg', 'width': 1638}",tt0431619,Arya,feature,movie,84157.0,"Allu Arjun, Anuradha Mehta",2004.0,,"Action, Comedy, Drama, Romance",Allu Arjun, Anuradha Mehta
199,"{'height': 2550, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTk2MTY0ZTAtY2Q5NC00NzNkLTk4YWUtYzgyODhiMzBmMDFmXkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_.jpg', 'width': 1559}",tt1526323,Arya 2,feature,movie,96045.0,"Allu Arjun, Kajal Aggarwal",2009.0,,"Action, Comedy, Romance",Allu Arjun, Kajal Aggarwal
200,"{'height': 2880, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDE0M2YyM2UtODRmNC00YjAyLWIwMjktOTAwMDBiYjBhMGZmXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg', 'width': 1944}",tt14044212,Mr. & Mrs. Smith,TV series,tvSeries,120.0,"Donald Glover, Maya Erskine",2024.0,,"Action, Comedy, Crime, Thriller",Donald Glover, Maya Erskine
201,"{'height': 1426, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BM2QyNDIzOGMtNThhNS00NmUwLWI0ZjUtZjdkN2I1OTRjZWQ3XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg', 'width': 1000}",tt4158110,Mr. Robot,TV series,tvSeries,473.0,"Rami Malek, Christian Slater",2015.0,2015-2019,"Crime, Drama, Thriller",Rami Malek, Christian Slater
202,"{'height': 1260, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNWU4MTA0ZTItZmUyYi00ZGY3LWE2NTYtMDQ3N2RkZjcwYjk4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'width': 864}",tt7472896,Mr Inbetween,TV series,tvSeries,739.0,"Scott Ryan, Chika Yasumura",2018.0,2018-2021,"Crime, Drama",Scott Ryan, Chika Yasumura
204,"{'height': 1200, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTRhMWE1NjMtZTc0YS00YTU0LTlkYzgtMzE5MGFlZmVjYTFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'width': 810}",tt4354880,Mr. Mercedes,TV series,tvSeries,2214.0,"Brendan Gleeson, Holland Taylor",2017.0,2017-2019,"Crime, Drama, Mystery, Sci-Fi, Thriller",Brendan Gleeson, Holland Taylor
206,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_.jpg', 'width': 1390}",tt0356910,Mr. & Mrs. Smith,feature,movie,1700.0,"Brad Pitt, Angelina Jolie",2005.0,,"Action, Comedy, Crime, Thriller",Brad Pitt, Angelina Jolie
207,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_.jpg', 'width': 1383}",tt0485947,Mr. Nobody,feature,movie,3138.0,"Jared Leto, Sarah Polley",2009.0,,"Drama, Fantasy, Romance, Sci-Fi",Jared Leto, Sarah Polley
208,"{'height': 6150, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYjI2Njc4MGQtYzYwNC00MDQ1LTkyMzQtODY0NDk4NzZjNGMyXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg', 'width': 4050}",tt27503384,Perfect Days,feature,movie,111.0,"Koji Yakusho, Tokio Emoto",2023.0,,Drama,Koji Yakusho, Tokio Emoto
209,"{'height': 800, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BY2ZkZjNhYjMtZGFiYS00ZDk5LWE1NDQtY2I0ZWRkMDM4MGYwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg', 'width': 550}",tt0089798,Perfect,feature,movie,1342.0,"John Travolta, Jamie Lee Curtis",1985.0,,"Drama, Romance",John Travolta, Jamie Lee Curtis
210,"{'height': 2000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTc5Y2Q4OTktMGViYi00YmFkLTllMGQtN2Y1NWIwYmUyM2Q0XkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_.jpg', 'width': 1350}",tt23731242,Perfect Match,TV series,tvSeries,1279.0,"Nick Lachey, Francesca Farago",2023.0,,"Reality-TV, Romance",Nick Lachey, Francesca Farago
211,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_.jpg', 'width': 1293}",tt1981677,Pitch Perfect,feature,movie,1204.0,"Anna Kendrick, Brittany Snow",2012.0,,"Comedy, Music, Romance",Anna Kendrick, Brittany Snow
212,"{'height': 1480, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMmMzOWNhNTYtYmY0My00OGJiLWIzNDUtZWRhNGY0NWFjNzFmXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_.jpg', 'width': 1000}",tt0156887,Perfect Blue,feature,movie,2622.0,"Junko Iwao, Rica Matsumoto",1997.0,,"Animation, Crime, Drama, Mystery, Thriller",Junko Iwao, Rica Matsumoto
