,Unnamed: 0,Title,Star_1,Star_2,Star_3,Star_4,Genre_1,Genre_2,Genre_3,Release Year,IMDb Rating,Director_Name,Runtime,imageURL,combined_features
330,532,Pirates of the Caribbean: On Stranger Tides,Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane,Adventure, Action, Fantasy,2011,6.5,Peter Kohn,137,https://m.media-amazon.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_.jpg,Johnny Depp  Penélope Cruz  Geoffrey Rush  Ian McShane Peter Kohn
331,533,Stranger Than Fiction,Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman, Emma Thompson,Comedy, Drama, Fantasy,2006,7.27,James Giovannetti Jr.,113,https://m.media-amazon.com/images/M/MV5BMmE2ZjYwNGYtYWMyMS00M2I0LWI4NDEtMzc1MTllMjk0ZmFmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,Will Ferrell  Maggie Gyllenhaal  Dustin Hoffman  Emma Thompson James Giovannetti Jr.
332,534,Stranger by the Lake,Pierre Deladonchamps, Christophe Paou, Patrick d'Assumçao, Jérôme Chappatte,Drama, Thriller, Romance,2013,6.3,Alain Guiraudie,97,https://m.media-amazon.com/images/M/MV5BMjE5MjcxODYxMl5BMl5BanBnXkFtZTgwNzA2NjYwMTE@._V1_.jpg,Pierre Deladonchamps  Christophe Paou  Patrick d'Assumçao  Jérôme Chappatte Alain Guiraudie
333,535,Virus,Jamie Lee Curtis, William Baldwin, Donald Sutherland, Joanna Pacula,Horror, Action, Sci-Fi,1999,5.4,John Bruno,99,https://m.media-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,Jamie Lee Curtis  William Baldwin  Donald Sutherland  Joanna Pacula John Bruno
335,536,Night of the Zombies,Margit Evelyn Newton, Franco Garofalo, Selan Karay, José Gras,Horror, Sci-Fi, Thriller,1980,5.3,Claudio Fragasso,99,https://m.media-amazon.com/images/M/MV5BZGFkYTU3ZWQtOTE3Mi00OWE5LThiNzItZWRkYmVkZTlhY2Q1XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg,Margit Evelyn Newton  Franco Garofalo  Selan Karay  José Gras Claudio Fragasso
336,537,Virupaksha,Sai Dharam Tej, Samyuktha, Brahmaji, Rajiv Kanakala,Mystery, Thriller, Horror,2023,7.357,Karthik Varma Dandu,146,https://m.media-amazon.com/images/M/MV5BN2RjOTQ2M2UtMjA0NC00MjNhLTgwZjUtOWJmOWY0OTM1ZGUzXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,Sai Dharam Tej  Samyuktha  Brahmaji  Rajiv Kanakala Karthik Varma Dandu
339,539,Virus:32,Daniel Hendler, Paula Silva, Franco Rilla, Sofía González,Horror, Action,unknown,2022,6.8,Santiago Turell,90,https://m.media-amazon.com/images/M/MV5BMzE1NTIyODM5N15BMl5BanBnXkFtZTgwOTExMzc2MjE@._V1_.jpg,Daniel Hendler  Paula Silva  Franco Rilla  Sofía González Santiago Turell
340,540,Virunga,André Bauma, Emmanuel de Merode, Mélanie Gouby, Rodrigue Mugaruka Katembo,Documentary, War,unknown,2014,8,Orlando von Einsiedel,90,https://m.media-amazon.com/images/M/MV5BMjI0NzE5Mzc5OF5BMl5BanBnXkFtZTgwODk3Njg0MzE@._V1_.jpg,André Bauma  Emmanuel de Merode  Mélanie Gouby  Rodrigue Mugaruka Katembo Orlando von Einsiedel
341,544,Kanam,Sharwanand, Ritu Varma, Amala Akkineni, Nassar,Drama, Fantasy, Sci-Fi,2022,1,Shree Karthick,90,https://static.toiimg.com/photo/63938712.cms?imgsize=126340,Sharwanand  Ritu Varma  Amala Akkineni  Nassar Shree Karthick
342,546,Oka!,Will Yun Lee, Haviland Morris, Peter Riegert, Kris Marshall,Drama,unknown,unknown,2011,4.3,Lavinia Currier,105,https://m.media-amazon.com/images/M/MV5BMTU5NjAyNDA4MV5BMl5BanBnXkFtZTcwNTE3ODI4Ng@@._V1_.jpg,Will Yun Lee  Haviland Morris  Peter Riegert  Kris Marshall Lavinia Currier
343,547,Sex Education,Cesar Rose, Sonny Davon, Anibal Garces, Dimitri Vega,Comedy, Drama,unknown,2019,10,unknown,45,https://m.media-amazon.com/images/M/MV5BNjJkYTI1MjAtNTcxZC00YmU5LWExMDAtZTg3YzRhMDNmYmEwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,Cesar Rose  Sonny Davon  Anibal Garces  Dimitri Vega unknown
344,548,Sex/Life,Sarah Shahi, Mike Vogel, Adam Demos,unknown,Comedy, Drama, Romance,2021,6,unknown,unknown,https://m.media-amazon.com/images/M/MV5BY2NlYjZiYjItNTljNy00MzU2LWJkYmMtMjNkMWVjYmYwMzExXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,Sarah Shahi  Mike Vogel  Adam Demos unknown unknown
345,549,Sex and the City,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNGEyNDRjM2QtY2VlYy00OWRhLWI4N2UtZTM4NDc0MGM0YzBkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,unknown unknown unknown unknown unknown
346,550,How to Have Sex,Mia McKenna-Bruce, Lara Peake, Enva Lewis, Samuel Bottomley,Drama, Action,unknown,2023,6.429,Molly Manning Walker,91,https://m.media-amazon.com/images/M/MV5BNWZiYzM1MGMtMTVhZi00ZmJjLWJjOTMtMDZmNjVkNTNhYzE0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_.jpg,Mia McKenna-Bruce  Lara Peake  Enva Lewis  Samuel Bottomley Molly Manning Walker
347,551,Sex Tape,Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper,Comedy, Action, Romance,2014,5.408,Jake Kasdan,94,https://m.media-amazon.com/images/M/MV5BNDYzMzg5OTA0Ml5BMl5BanBnXkFtZTgwNjQzNzExMjE@._V1_.jpg,Cameron Diaz  Jason Segel  Rob Corddry  Ellie Kemper Jake Kasdan
348,552,The Sex Lives of College Girls,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMGViNmZmYzItOTUzMS00NTBiLWJkNmEtYWU2Mzg1OTBkMGY5XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,unknown unknown unknown unknown unknown
349,553,Sex Drive,Josh Zuckerman, Amanda Crew, Clark Duke, James Marsden,Comedy, Adventure, Romance,2008,6.356,Sean Anders,109,https://m.media-amazon.com/images/M/MV5BMjE0MTcyMzg5M15BMl5BanBnXkFtZTcwMDUyOTA4MQ@@._V1_.jpg,Josh Zuckerman  Amanda Crew  Clark Duke  James Marsden Sean Anders
350,554,Game of Thrones,Emilia Clarke, Peter Dinklage, Kit Harington,unknown,Action, Adventure, Drama,2011,8.2,unknown,90,https://m.media-amazon.com/images/M/MV5BN2IzYzBiOTQtNGZmMi00NDI5LTgxMzMtN2EzZjA1NjhlOGMxXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,Emilia Clarke  Peter Dinklage  Kit Harington unknown unknown
354,557,Game of Thrones: The Last Watch,Kit Harington, Emilia Clarke, Nikolaj Coster-Waldau, Gwendoline Christie,Documentary, TV Movie,unknown,2019,7.1,Jeanie Finlay,115,https://m.media-amazon.com/images/M/MV5BZDdlMzQzNDQtNTAxMS00NTMyLTgxYTAtYzQ0OGI1YzZhY2Y3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Kit Harington  Emilia Clarke  Nikolaj Coster-Waldau  Gwendoline Christie Jeanie Finlay
355,558,House of the Dragon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMjk2NjgzMTEtYWViZS00NTMyLWFjMzctODczYmQzNzk2NjIwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,unknown unknown unknown unknown unknown
356,559,Game of Thrones - Conquest & Rebellion: An Animated History of the Seven Kingdoms,Nikolaj Coster-Waldau, Aidan Gillen, Sophie Turner, Conleth Hill,Animation, Fantasy, War,2017,8.1,unknown,45,https://m.media-amazon.com/images/M/MV5BMGYzNDJiOTgtN2Y1OC00NmM2LTk3MTMtZmFhNmJlMzQzNGNhXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_FMjpg_UX1000_.jpg,Nikolaj Coster-Waldau  Aidan Gillen  Sophie Turner  Conleth Hill unknown
357,560,El Camino: A Breaking Bad Movie,Aaron Paul, Jesse Plemons, Charles Baker, Matt Jones,Crime, Drama, Thriller,2019,6.955,Melissa Bosco,123,https://m.media-amazon.com/images/M/MV5BNjk4MzVlM2UtZGM0ZC00M2M1LThkMWEtZjUyN2U2ZTc0NmM5XkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_.jpg,Aaron Paul  Jesse Plemons  Charles Baker  Matt Jones Melissa Bosco
358,564,The Bad News Bears in Breaking Training,William Devane, Clifton James, Jackie Earle Haley, Jimmy Baio,Comedy, Family, Action,1977,6,Michael Pressman,100,https://m.media-amazon.com/images/M/MV5BNjI0ZTRmNTEtYjVhMC00MTM0LWFjNDQtYjBhNTNlNWRlMDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,William Devane  Clifton James  Jackie Earle Haley  Jimmy Baio Michael Pressman
359,567,Dark Waters,Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman,Drama, Thriller, Action,2019,7.521,Todd Haynes,127,https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,Mark Ruffalo  Anne Hathaway  Tim Robbins  Bill Pullman Todd Haynes
360,568,Godfather of Harlem,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNDExMTNkZDUtMzU5NC00ZWUwLTlkOTUtNzU0ZmYxMzk5YjEwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,unknown unknown unknown unknown unknown
361,569,The Godfather,Marlon Brando, Al Pacino, James Caan, Robert Duvall,Drama, Crime, Action,1972,8.695,Francis Ford Coppola,175,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Marlon Brando  Al Pacino  James Caan  Robert Duvall Francis Ford Coppola
362,570,The Godfather Part II,Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro,Drama, Crime, Action,1974,8.587,Francis Ford Coppola,202,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Al Pacino  Robert Duvall  Diane Keaton  Robert De Niro Francis Ford Coppola
363,571,The Godfather Part III,Al Pacino, Diane Keaton, Talia Shire, Andy García,Crime, Drama, Thriller,1990,7.427,K.C. Hodenfield,162,https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_.jpg,Al Pacino  Diane Keaton  Talia Shire  Andy García K.C. Hodenfield
364,572,GodFather,Chiranjeevi, Biju Menon, Nayanthara, Salman Khan,Action, Drama,unknown,2022,1,Mohan Raja,90,https://m.media-amazon.com/images/M/MV5BNjQwMmYzY2QtZTJmNC00N2RhLTlhYjYtYWM0MTBlY2YxNmFlXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,Chiranjeevi  Biju Menon  Nayanthara  Salman Khan Mohan Raja
365,575,Tokyo Godfathers,Aya Okamoto, Yoshiaki Umegaki, Tohru Emori, Satomi Korogi,Animation, Drama, Comedy,2003,7.905,Shougo Furuya,93,https://m.media-amazon.com/images/M/MV5BMTkyNmU2ZjUtNzIwMy00MWRlLWE4ZWQtYzJhYjU0MmUxZjhiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_.jpg,Aya Okamoto  Yoshiaki Umegaki  Tohru Emori  Satomi Korogi Shougo Furuya
366,576,Miss. Shetty Mr. Polishetty,Anushka Shetty, Naveen Polishetty, Murli Sharma, Tulasi,Comedy, Drama, Romance,2023,6.4,Venu Palli,147,https://m.media-amazon.com/images/M/MV5BNWE5NGZkOWYtODlkZS00Mzk5LWIzZjgtMjk4NzAxNzFmODA3XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,Anushka Shetty  Naveen Polishetty  Murli Sharma  Tulasi Venu Palli
367,583,Major Crimes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BMTExMzA0NTQwMzheQTJeQWpwZ15BbWU3MDMzNzY2MTg@._V1_.jpg,unknown unknown unknown unknown unknown
368,584,Major League,Tom Berenger, Charlie Sheen, Corbin Bernsen, Margaret Whitton,Comedy, Action, Sport,1989,6.894,Jerry Grandey,107,https://m.media-amazon.com/images/M/MV5BNzM5MWViNTMtMDQ5Ni00M2M0LTg1OTktY2I3YTJkODVkNTBkXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,Tom Berenger  Charlie Sheen  Corbin Bernsen  Margaret Whitton Jerry Grandey
369,585,Major Payne,Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside,Adventure, Comedy, Family,1995,6.368,Nick Castle,95,https://m.media-amazon.com/images/M/MV5BYWRmNmZmZDYtZTA5NS00MTMwLWI1YTgtOWJkM2IzMmM5YmEwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,Damon Wayans  Karyn Parsons  William Hickey  Michael Ironside Nick Castle
370,586,Major Dad,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BY2JjNjhmN2YtYTkwYy00NTM3LTljZTYtZmNjMDk5ZGVlZTFhXkEyXkFqcGdeQXVyMTA0MzI0NzA3._V1_.jpg,unknown unknown unknown unknown unknown
371,587,Major,Adivi Sesh, Sobhita Dhulipala, Saiee Manjrekar, Prakash Raj,Action, History, Drama,2022,1,Sashi Kiran Tikka,150,https://m.media-amazon.com/images/M/MV5BZjk4YTZjNWQtZWY3OC00NDkzLTlkY2UtZjk0NDkyZWFkMmVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Adivi Sesh  Sobhita Dhulipala  Saiee Manjrekar  Prakash Raj Sashi Kiran Tikka
372,588,Major Dundee,Charlton Heston, Richard Harris, Jim Hutton, James Coburn,Western, Action, Adventure,1965,6.622,Cliff Lyons,125,https://m.media-amazon.com/images/M/MV5BZWM5MmNiZDYtZmVhNy00NjQzLTlmNTYtODMxMDZiZjkwMTg3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,Charlton Heston  Richard Harris  Jim Hutton  James Coburn Cliff Lyons
373,589,Major League II,Charlie Sheen, Tom Berenger, Corbin Bernsen, Dennis Haysbert,Comedy, Sport,unknown,1994,5.5,David S. Ward,105,https://m.media-amazon.com/images/M/MV5BZWZjMWZiOTItYWVjOS00YzdiLWI1ODktZGZjOTllMmE4Y2FjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Charlie Sheen  Tom Berenger  Corbin Bernsen  Dennis Haysbert David S. Ward
374,590,Shyam Singha Roy,Nani, Sai Pallavi, Krithi Shetty, Madonna Sebastian,Drama, Romance, Horror,2021,7.3,Rahul Sankrityan,157,https://m.media-amazon.com/images/M/MV5BZTY2NDdlMzctODM0OS00MzQ0LWIxNTctNmE3NjU0YzBmYmEwXkEyXkFqcGdeQXVyMTA5MjQ4MDg4._V1_.jpg,Nani  Sai Pallavi  Krithi Shetty  Madonna Sebastian Rahul Sankrityan
375,591,Jab We Met,Shahid Kapoor, Kareena Kapoor Khan, Tarun Arora, Dara Singh,Drama, Comedy, Romance,2007,7.4,Imtiaz Ali,138,https://m.media-amazon.com/images/M/MV5BYmIzYmY4MGItM2I4YS00OWZhLWFmMzQtYzI2MWY1MmM3NGU1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,Shahid Kapoor  Kareena Kapoor Khan  Tarun Arora  Dara Singh Imtiaz Ali
376,597,Brooklyn Nine-Nine,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNzVkYWY4NzYtMWFlZi00YzkwLThhZDItZjcxYTU4ZTMzMDZmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_.jpg,unknown unknown unknown unknown unknown
377,598,PK,Aamir Khan, Anushka Sharma, Sushant Singh Rajput, Saurabh Shukla,Comedy, Drama, Adventure,2014,7.706,Junaid Khan,153,https://m.media-amazon.com/images/M/MV5BMTg5NzIzMzEyOF5BMl5BanBnXkFtZTgwMjgzMTg0MzE@._V1_.jpg,Aamir Khan  Anushka Sharma  Sushant Singh Rajput  Saurabh Shukla Junaid Khan
379,599,P.K. and the Kid,Molly Ringwald, Paul Le Mat, Alex Rocco, Charles Hallahan,Drama,unknown,unknown,1987,5,Lou Lombardo,89,https://m.media-amazon.com/images/M/MV5BZTZlZDVhYTYtNzMxNi00NmVkLWExMGMtM2ZkODEwMzdhMTVmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg,Molly Ringwald  Paul Le Mat  Alex Rocco  Charles Hallahan Lou Lombardo
380,602,Love Today,Pradeep Ranganathan, Ivana, Akshaya Udhayakumar, Raveena Ravi,Comedy, Romance, Drama,2022,7.152,Pradeep Ranganathan,154,https://m.media-amazon.com/images/M/MV5BOTg5NWMzZmYtZGRkOC00YmNhLTk4NDQtYzYyMjdjYWVmYjAwXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_.jpg,Pradeep Ranganathan  Ivana  Akshaya Udhayakumar  Raveena Ravi Pradeep Ranganathan
388,609,Krishna,Suniel Shetty, Karisma Kapoor, Shakti Kapoor, Tinnu Anand,Action, Drama, Romance,1996,3,Deepak S. Shivdasani,156,https://m.media-amazon.com/images/M/MV5BODU1NTM1NTI2MV5BMl5BanBnXkFtZTgwMzY4NzYxNTE@._V1_.jpg,Suniel Shetty  Karisma Kapoor  Shakti Kapoor  Tinnu Anand Deepak S. Shivdasani
389,611,Krishna Cottage,Sohail Khan, Isha Koppikar, Rati Agnihotri, Hiten Tejwani,Thriller, Horror, Mystery,2004,5.8,Santram Varma,124,https://m.media-amazon.com/images/M/MV5BYzZiYjkzODAtNmE0OS00ZTNkLWI0NjYtMTgzYzcxZWRmNWIxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Sohail Khan  Isha Koppikar  Rati Agnihotri  Hiten Tejwani Santram Varma
390,612,Krishna and His Leela,Sidhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti,Comedy, Romance,unknown,2020,4.9,Ravikanth Perepu,125,https://m.media-amazon.com/images/M/MV5BNjkxYTA2NmQtMmZlMi00NjgwLThmNTEtM2VkOGZhNzE5YjZhXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg,Sidhu Jonnalagadda  Shraddha Srinath  Seerat Kapoor  Shalini Vadnikatti Ravikanth Perepu
391,613,Chhota Bheem: The Rise of Kirmada,unknown,unknown,unknown,unknown,Animation,unknown,unknown,2012,8,Rajiv Chilaka,68,https://m.media-amazon.com/images/I/61IUxlzZ39L.jpg,unknown unknown unknown unknown Rajiv Chilaka
392,617,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",Mahatma Gandhi, George Harrison, Woody Allen, Boy George,Documentary, Action,unknown,2017,8.8,John Griesser,90,https://m.media-amazon.com/images/M/MV5BZmZmZjUwYjUtYWY5My00MjAyLWI4MDAtZDdlZDQ4ZTllYzQ0XkEyXkFqcGdeQXVyNTkwMjA4MzA@._V1_FMjpg_UX1000_.jpg,Mahatma Gandhi  George Harrison  Woody Allen  Boy George John Griesser
393,618,Dear Zindagi,Alia Bhatt, Shah Rukh Khan, Ali Zafar, Kunal Kapoor,Drama, Romance, Action,2016,7.072,Rukhshida David,151,https://m.media-amazon.com/images/M/MV5BZWQzYWI3ZGMtYzgyYy00OWZkLWEwODYtNGNiMTZhODBkNzUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,Alia Bhatt  Shah Rukh Khan  Ali Zafar  Kunal Kapoor Rukhshida David
394,619,Zindagi Zindabaad,Ninja, Mandy Takhar, Sukhdeep Sukh, Sardar Sohi,Action, Drama, History,2023,0,Nasir Zaman,90,https://m.media-amazon.com/images/M/MV5BMDAzZDBmMjQtMDQ0Mi00OWYyLTkzZGMtZmMxYTdiMjJkZmMxXkEyXkFqcGdeQXVyMjY1NDU4NjU@._V1_.jpg,Ninja  Mandy Takhar  Sukhdeep Sukh  Sardar Sohi Nasir Zaman
395,620,Zindagi Kitni Haseen Hay,Feroze Khan, Sajal Ali, Nabeel Zuberi, Nayyar Ejaz,Romance, Drama, Adventure,2016,7.7,Anjum Shahzad,150,https://m.media-amazon.com/images/M/MV5BNjY3MmJjNTgtYzA4ZC00NTBjLTg1NDUtODE5M2QxNjc2ODFmXkEyXkFqcGdeQXVyNjIwOTEzOTc@._V1_.jpg,Feroze Khan  Sajal Ali  Nabeel Zuberi  Nayyar Ejaz Anjum Shahzad
396,622,Zindagi inShort,Aisha Ahmed, Deepak Dobriyal, Divya Dutta, Neena Gupta,Comedy, Drama,unknown,2020,5,Vijayeta Kumar,113,https://m.media-amazon.com/images/M/MV5BNGFkYTNlNTgtZDdhZC00MzRhLTk3MjgtY2ZhNjk5N2UzY2NhXkEyXkFqcGdeQXVyMTExODg2NzQ1._V1_.jpg,Aisha Ahmed  Deepak Dobriyal  Divya Dutta  Neena Gupta Vijayeta Kumar
397,623,Circus of Life,Arif Hassan, Samiya Mumtaz, Eman Suleman, Ali Kureshi,Drama, Thriller, Family,2020,9.3,Sarmad Sultan Khoosat,138,https://m.media-amazon.com/images/M/MV5BNDkyZTQyMTAtYTBkNS00MDcxLTkxNDgtZTE4NDczMDNmMjBkXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_.jpg,Arif Hassan  Samiya Mumtaz  Eman Suleman  Ali Kureshi Sarmad Sultan Khoosat
